order_id,user_id,product_id,inventory_item_id,status,sale_price,shipping_cost,created_at,shipped_at,delivered_at,returned_at
7864a15e-2703-4a41-97ef-07420e4a085e,66f501c0-dc8c-4bf4-8f99-cc97b4a4eb8a,7171417768019,41427591888979,shipped,65.0,0.0,2025-01-12 11:02:40.153963,2025-01-13 11:02:40.153963,,
7864a15e-2703-4a41-97ef-07420e4a085e,66f501c0-dc8c-4bf4-8f99-cc97b4a4eb8a,7019685511251,41010060918867,shipped,55.0,0.0,2025-01-12 11:02:40.153963,2025-01-13 11:02:40.153963,,
38299614-2ad1-4513-9bc8-7ee4f4e283b6,2b4ddfe9-8382-46ce-9959-4f3817b41c0b,7135021924435,41778057183315,complete,65.0,5.99,2025-01-14 16:02:40.153963,2025-01-15 16:02:40.153963,2025-01-17 16:02:40.153963,
8a19fcf5-799f-4251-958e-5a25c37bdd7d,851afac6-e3c1-4eb5-98bd-a654420f2b98,7449393463379,42228948435027,complete,33.0,5.99,2025-01-12 00:02:40.153963,2025-01-13 00:02:40.153963,2025-01-15 00:02:40.153963,
46c3a34c-2905-4b4f-b198-df0a6511fa2d,ceaa5c2d-aaf7-4994-acf0-76a61e431813,7171417768019,41427592151123,shipped,65.0,5.99,2024-12-26 15:02:40.153963,2024-12-27 15:02:40.153963,,
9b3966d8-fb20-4c14-a649-c9b4e6c9b7af,0a2dfa66-fdf8-4493-98c7-bec07ec2b194,4738849669203,41222475808851,complete,55.0,5.99,2025-01-08 15:02:40.153963,2025-01-09 15:02:40.153963,2025-01-11 15:02:40.153963,
9cd401f7-c48c-4a4f-8098-da60e0fc3aa7,acbfb591-0b79-4a16-8689-0a5486a2d231,7455009734739,42252726960211,shipped,12.0,5.99,2024-12-20 12:02:40.153963,2024-12-21 12:02:40.153963,,
a6b51b51-588a-4d25-922b-15bf4982703b,b89c1429-38d4-4d56-a478-5f934fe4debd,7375546220627,41928658813011,shipped,65.0,0.0,2025-01-04 11:02:40.153963,2025-01-05 11:02:40.153963,,
a6b51b51-588a-4d25-922b-15bf4982703b,b89c1429-38d4-4d56-a478-5f934fe4debd,6608541352019,39444015480915,shipped,60.0,0.0,2025-01-04 11:02:40.153963,2025-01-05 11:02:40.153963,,
a6b51b51-588a-4d25-922b-15bf4982703b,b89c1429-38d4-4d56-a478-5f934fe4debd,4738849669203,41222475808851,shipped,55.0,0.0,2025-01-04 11:02:40.153963,2025-01-05 11:02:40.153963,,
1406e520-832e-444c-9a70-cc05a4aee7a7,97e53034-d9eb-404d-81cc-c98a679542ab,7375406628947,41928251474003,complete,68.0,5.99,2025-01-09 16:02:40.153963,2025-01-10 16:02:40.153963,2025-01-12 16:02:40.153963,
e2098fa8-878f-4e86-af7d-1200c746903b,937bdad6-8e41-4013-a4f9-e1b16dfd4202,6789830803539,40047340224595,complete,55.0,0.0,2024-12-24 15:02:40.153963,2024-12-25 15:02:40.153963,2024-12-27 15:02:40.153963,
e2098fa8-878f-4e86-af7d-1200c746903b,937bdad6-8e41-4013-a4f9-e1b16dfd4202,7019685511251,41010060984403,complete,55.0,0.0,2024-12-24 15:02:40.153963,2024-12-25 15:02:40.153963,2024-12-27 15:02:40.153963,
75bf310e-4bd3-4b72-be1c-456e3438620c,e511430f-4900-448e-bd26-966384b25449,6789832998995,40047345827923,shipped,65.0,5.99,2025-01-17 14:02:40.153963,2025-01-18 14:02:40.153963,,
ceff0a28-d028-4fb3-afd2-aba4b5a220b8,ce601ba3-8ecd-438d-b865-6809b63341bb,7375546220627,41928658616403,complete,65.0,5.99,2024-12-29 12:02:40.153963,2024-12-30 12:02:40.153963,2025-01-01 12:02:40.153963,
029ea61e-60ad-4275-a6a0-6704df71bd8b,9bc23bdd-f3c6-4f5b-a51a-afd016fb97e0,7478902620243,42323167543379,shipped,55.0,5.99,2025-01-07 15:02:40.153963,2025-01-08 15:02:40.153963,,
c1551904-df62-40cd-9135-798f5048d1f3,5445e4ea-0679-4ce7-8806-f0f608c89a97,7454766039123,42252744556627,complete,12.0,5.99,2025-01-15 12:02:40.153963,2025-01-16 12:02:40.153963,2025-01-18 12:02:40.153963,
e2b2a134-761f-40e2-bf27-2eebdfd19495,8273734a-c7c4-4d30-910c-d209a97da875,7475198918739,42309629018195,complete,68.0,5.99,2024-12-30 15:02:40.153963,2024-12-31 15:02:40.153963,2025-01-02 15:02:40.153963,
99ebff83-223a-4a34-aae0-53edab78bc5d,47437472-4f7a-48af-b7dd-023b16354d76,7171417768019,41427591823443,shipped,65.0,5.99,2024-12-30 10:02:40.153963,2024-12-31 10:02:40.153963,,
e669fd7b-4ace-43bf-8b4c-3c776737203e,2efe7382-cd03-4a82-8970-3d3b14903313,4738849669203,41222475939923,complete,55.0,5.99,2024-12-25 15:02:40.153963,2024-12-26 15:02:40.153963,2024-12-28 15:02:40.153963,
a38651df-607a-4ae8-b4aa-dc884706997f,d9c598bf-c3c6-4cb0-9eed-691501752998,4738849669203,41222475841619,pending,55.0,5.99,2025-01-03 12:02:40.153963,,,
4082a361-e3d1-4b60-8b27-1a9b55e4c92d,63d93374-db8a-4531-ad60-d0c584ac1931,7171417768019,41427592151123,complete,65.0,5.99,2025-01-08 16:02:40.153963,2025-01-09 16:02:40.153963,2025-01-11 16:02:40.153963,
91e9b2bf-3152-4eaa-9abe-6c3e80abf10c,d7e8921f-5ccc-460e-adaa-18589703c22b,7233516175443,41593345835091,complete,65.0,5.99,2025-01-03 13:02:40.153963,2025-01-04 13:02:40.153963,2025-01-06 13:02:40.153963,
9b626126-4587-47ab-8a12-1fa0e42ebd4a,7f1e1ffe-28ec-4cdc-a740-500886c967a3,7475198918739,42309629116499,complete,68.0,0.0,2025-01-08 11:02:40.153963,2025-01-09 11:02:40.153963,2025-01-11 11:02:40.153963,
9b626126-4587-47ab-8a12-1fa0e42ebd4a,7f1e1ffe-28ec-4cdc-a740-500886c967a3,7019685511251,41010061213779,complete,55.0,0.0,2025-01-08 11:02:40.153963,2025-01-09 11:02:40.153963,2025-01-11 11:02:40.153963,
f2a6e059-8f10-4e78-a7d4-9ce8a1c0b125,2e8b0f6e-e223-4a5d-8dd2-676a9b3c2d72,7436495290451,42150804127827,shipped,88.0,0.0,2025-01-11 12:02:40.153963,2025-01-12 12:02:40.153963,,
f2a6e059-8f10-4e78-a7d4-9ce8a1c0b125,2e8b0f6e-e223-4a5d-8dd2-676a9b3c2d72,7478913597523,42323274301523,shipped,78.0,0.0,2025-01-11 12:02:40.153963,2025-01-12 12:02:40.153963,,
832aa91a-518c-43c9-9900-e486ad7aa0f0,b0f03f5e-8917-4a0a-9778-ad01dca0bdff,7478902620243,42323167379539,complete,55.0,0.0,2025-01-03 00:02:40.153963,2025-01-04 00:02:40.153963,2025-01-06 00:02:40.153963,
832aa91a-518c-43c9-9900-e486ad7aa0f0,b0f03f5e-8917-4a0a-9778-ad01dca0bdff,6789832998995,40047345664083,complete,65.0,0.0,2025-01-03 00:02:40.153963,2025-01-04 00:02:40.153963,2025-01-06 00:02:40.153963,
064d874f-6be2-4baa-97f3-bb0b8e355913,e7f3319e-6867-466f-9429-05db8d3d52e3,7171417768019,41427591888979,complete,65.0,5.99,2025-01-10 15:02:40.153963,2025-01-11 15:02:40.153963,2025-01-13 15:02:40.153963,
996aeb9b-865f-4dc9-81dc-770962194d33,44348430-d275-431e-87f0-96e8f66baae1,4738849669203,40987877572691,shipped,55.0,0.0,2024-12-29 14:02:40.153963,2024-12-30 14:02:40.153963,,
996aeb9b-865f-4dc9-81dc-770962194d33,44348430-d275-431e-87f0-96e8f66baae1,7436495290451,42150803865683,shipped,88.0,0.0,2024-12-29 14:02:40.153963,2024-12-30 14:02:40.153963,,
e142d75d-d04b-4e46-9b08-2b159459b460,3d2dc9bf-32af-4871-b419-2882fc5859ed,7478913597523,42323274170451,complete,78.0,0.0,2024-12-28 16:02:40.153963,2024-12-29 16:02:40.153963,2024-12-31 16:02:40.153963,
e142d75d-d04b-4e46-9b08-2b159459b460,3d2dc9bf-32af-4871-b419-2882fc5859ed,6923172741203,40471361159251,complete,65.0,0.0,2024-12-28 16:02:40.153963,2024-12-29 16:02:40.153963,2024-12-31 16:02:40.153963,
e142d75d-d04b-4e46-9b08-2b159459b460,3d2dc9bf-32af-4871-b419-2882fc5859ed,6923172741203,40471361126483,complete,65.0,0.0,2024-12-28 16:02:40.153963,2024-12-29 16:02:40.153963,2024-12-31 16:02:40.153963,
17f0f4cb-1d16-4847-a63f-30f2bb8ad3cc,d97bb8a2-407b-4574-82e9-d7ba2bb42c49,7019685511251,41010060984403,complete,55.0,5.99,2025-01-04 12:02:40.153963,2025-01-05 12:02:40.153963,2025-01-07 12:02:40.153963,
af97a01e-d4e2-4907-a289-97ab3a7368ed,7ed4871c-536e-450f-b360-e88fa7e49ab7,7478913597523,42323274432595,shipped,78.0,0.0,2024-12-26 11:02:40.153963,2024-12-27 11:02:40.153963,,
af97a01e-d4e2-4907-a289-97ab3a7368ed,7ed4871c-536e-450f-b360-e88fa7e49ab7,7449393463379,42228948435027,shipped,33.0,0.0,2024-12-26 11:02:40.153963,2024-12-27 11:02:40.153963,,
af97a01e-d4e2-4907-a289-97ab3a7368ed,7ed4871c-536e-450f-b360-e88fa7e49ab7,7135021924435,41303038984275,shipped,65.0,0.0,2024-12-26 11:02:40.153963,2024-12-27 11:02:40.153963,,
4a492ac5-234d-4b49-8a80-ca0ff42af17d,d50b3d06-d04e-460d-bee6-262e1ffbce41,7478902620243,42323167346771,shipped,55.0,5.99,2024-12-30 11:02:40.153963,2024-12-31 11:02:40.153963,,
88822747-c9b1-40f4-9ced-610d59a9dc5d,c2376bf4-e38c-438d-a017-c6ce93b8e712,6789830803539,40047340191827,complete,55.0,5.99,2024-12-30 16:02:40.153963,2024-12-31 16:02:40.153963,2025-01-02 16:02:40.153963,
37a77175-785f-49ae-99b4-43f49cedc031,95663543-b127-4aef-946f-5ee9f9bb1c4b,7478903177299,42323172065363,shipped,50.0,5.99,2025-01-06 11:02:40.153963,2025-01-07 11:02:40.153963,,
ccd28462-6705-4bfa-a097-9cd4816f2d78,0b375b29-4495-48f4-b4a3-77c1df4755a2,7171417768019,41427591659603,complete,65.0,5.99,2025-01-16 15:02:40.153963,2025-01-17 15:02:40.153963,2025-01-19 15:02:40.153963,
b0404850-5846-4977-9de0-d476feacbb2d,d6204297-0d6c-46dd-aeed-87f2f6bb6d88,7475198918739,42309629050963,complete,68.0,5.99,2024-12-30 11:02:40.153963,2024-12-31 11:02:40.153963,2025-01-02 11:02:40.153963,
ac2a14d7-932d-4909-a032-7116cbdb28f4,25835387-9060-4dfc-8b18-d74f9098f3f2,7435520901203,42148269555795,complete,45.0,5.99,2024-12-24 12:02:40.153963,2024-12-25 12:02:40.153963,2024-12-27 12:02:40.153963,
539811e6-673b-40ee-bc74-e045aecde6a5,85e7f0c6-8dba-41e9-83c2-afd96d2ae30d,6923172741203,40471361093715,shipped,65.0,0.0,2025-01-12 15:02:40.153963,2025-01-13 15:02:40.153963,,
539811e6-673b-40ee-bc74-e045aecde6a5,85e7f0c6-8dba-41e9-83c2-afd96d2ae30d,7375406628947,41928251998291,shipped,68.0,0.0,2025-01-12 15:02:40.153963,2025-01-13 15:02:40.153963,,
539811e6-673b-40ee-bc74-e045aecde6a5,85e7f0c6-8dba-41e9-83c2-afd96d2ae30d,7171417768019,41427591757907,shipped,65.0,0.0,2025-01-12 15:02:40.153963,2025-01-13 15:02:40.153963,,
c1be5cb5-de05-4e9b-8c32-4d4055342632,2ab1884f-8f4e-4562-a97f-51c79ee57b4e,7135021924435,41303039180883,complete,65.0,5.99,2025-01-15 00:02:40.153963,2025-01-16 00:02:40.153963,2025-01-18 00:02:40.153963,
896c45ff-95ff-4638-bd57-85084ed35acd,675d977d-83c0-49c7-a76a-aa38718adf0f,4738849669203,41222476136531,complete,55.0,0.0,2024-12-26 14:02:40.153963,2024-12-27 14:02:40.153963,2024-12-29 14:02:40.153963,
896c45ff-95ff-4638-bd57-85084ed35acd,675d977d-83c0-49c7-a76a-aa38718adf0f,7135021924435,41778057019475,complete,65.0,0.0,2024-12-26 14:02:40.153963,2024-12-27 14:02:40.153963,2024-12-29 14:02:40.153963,
16795727-96fa-491e-84f3-87b55a12c26b,14ca659f-1d27-435b-803e-892819bc8d7c,7449393463379,42228948435027,complete,33.0,5.99,2024-12-21 12:02:40.153963,2024-12-22 12:02:40.153963,2024-12-24 12:02:40.153963,
8145382a-f8f3-4d34-82f2-06a6cc95835c,32241b8d-71a2-4e21-8a80-6853d76b1e4c,4738849669203,40987877670995,pending,55.0,0.0,2025-01-14 12:02:40.153963,,,
8145382a-f8f3-4d34-82f2-06a6cc95835c,32241b8d-71a2-4e21-8a80-6853d76b1e4c,6923172741203,40471360700499,pending,65.0,0.0,2025-01-14 12:02:40.153963,,,
8145382a-f8f3-4d34-82f2-06a6cc95835c,32241b8d-71a2-4e21-8a80-6853d76b1e4c,6608541352019,39444015415379,pending,60.0,0.0,2025-01-14 12:02:40.153963,,,
946ec39f-4256-43e7-a034-a4fbcec4079a,8acb80aa-b04c-49db-abd5-df5772ed31c5,7233516175443,41593345900627,shipped,65.0,5.99,2024-12-26 15:02:40.153963,2024-12-27 15:02:40.153963,,
bb70fdb9-d13c-4e6f-b697-e4b6362ecb8b,8cd33c0a-e130-4fa2-be6e-e87ad33eedce,6608541352019,39757686931539,complete,60.0,5.99,2024-12-23 16:02:40.153963,2024-12-24 16:02:40.153963,2024-12-26 16:02:40.153963,
ab93d1e6-e731-4a84-9d7b-2173b6944cb5,1fe2916c-8f0a-4994-8266-3e4e2f91b027,7019685511251,41010061181011,pending,55.0,5.99,2024-12-24 14:02:40.153963,,,
defb65d1-ec9a-4f81-b762-6e239cee1d5b,3c3f3a07-4bd7-44bd-b681-0ebdeb9efee7,7135021924435,41778057183315,complete,65.0,5.99,2024-12-20 16:02:40.153963,2024-12-21 16:02:40.153963,2024-12-23 16:02:40.153963,
643db5bd-9ee0-47bc-8ed5-758fd22eee31,dd49f5ad-34f5-495d-b508-337d0a7c5716,6923172741203,40471361060947,complete,65.0,0.0,2024-12-24 11:02:40.153963,2024-12-25 11:02:40.153963,2024-12-27 11:02:40.153963,
643db5bd-9ee0-47bc-8ed5-758fd22eee31,dd49f5ad-34f5-495d-b508-337d0a7c5716,6608541352019,39757686931539,complete,60.0,0.0,2024-12-24 11:02:40.153963,2024-12-25 11:02:40.153963,2024-12-27 11:02:40.153963,
643db5bd-9ee0-47bc-8ed5-758fd22eee31,dd49f5ad-34f5-495d-b508-337d0a7c5716,7171417768019,41427591594067,complete,65.0,0.0,2024-12-24 11:02:40.153963,2024-12-25 11:02:40.153963,2024-12-27 11:02:40.153963,
920887b9-05c0-4848-8873-113beb174f15,a574d168-93a0-453a-b0ac-ecab108b00f7,7478903177299,42323172032595,shipped,50.0,5.99,2024-12-28 12:02:40.153963,2024-12-29 12:02:40.153963,,
d2d5eaff-c360-4b32-a845-9f553c7b8874,be050593-e151-454e-9fba-16d260560b04,7135021924435,41778057347155,complete,65.0,0.0,2025-01-11 12:02:40.153963,2025-01-12 12:02:40.153963,2025-01-14 12:02:40.153963,
d2d5eaff-c360-4b32-a845-9f553c7b8874,be050593-e151-454e-9fba-16d260560b04,6608541352019,41933872332883,complete,60.0,0.0,2025-01-11 12:02:40.153963,2025-01-12 12:02:40.153963,2025-01-14 12:02:40.153963,
d2d5eaff-c360-4b32-a845-9f553c7b8874,be050593-e151-454e-9fba-16d260560b04,6608541352019,39444015579219,complete,60.0,0.0,2025-01-11 12:02:40.153963,2025-01-12 12:02:40.153963,2025-01-14 12:02:40.153963,
1315dea1-d556-4563-80d7-9d52a8e192a2,0029d57e-0f4a-4e56-b080-7c3031563997,7478922215507,42323367723091,complete,98.0,0.0,2025-01-16 14:02:40.153963,2025-01-17 14:02:40.153963,2025-01-19 14:02:40.153963,
b526c9d6-0cf4-43c6-8927-a016b7c78050,9f236294-465e-4d0e-84f0-0afc96ae6e88,6923172741203,40471360667731,complete,65.0,5.99,2024-12-19 10:02:40.153963,2024-12-20 10:02:40.153963,2024-12-22 10:02:40.153963,
4c7b7adc-7517-4056-9edc-f9014ecf925c,2153db4f-ad9d-4ba8-a0d1-19a3a6d5b13c,7171417768019,41427591594067,pending,65.0,0.0,2024-12-24 15:02:40.153963,,,
4c7b7adc-7517-4056-9edc-f9014ecf925c,2153db4f-ad9d-4ba8-a0d1-19a3a6d5b13c,7435520901203,42148269686867,pending,45.0,0.0,2024-12-24 15:02:40.153963,,,
3c476a7c-6088-431d-9190-8e44493eb886,458afdb7-7cc1-40a5-909f-ec21bc302999,6923172741203,40471360667731,complete,65.0,5.99,2025-01-14 14:02:40.153963,2025-01-15 14:02:40.153963,2025-01-17 14:02:40.153963,
abeaf252-204d-4cfb-bee4-fd5e913acabb,7b3e2e4e-1a13-4a1d-ae20-08f65bac69a7,7478913597523,42323274170451,complete,78.0,0.0,2025-01-17 13:02:40.153963,2025-01-18 13:02:40.153963,2025-01-20 13:02:40.153963,
abeaf252-204d-4cfb-bee4-fd5e913acabb,7b3e2e4e-1a13-4a1d-ae20-08f65bac69a7,6608541352019,39444015480915,complete,60.0,0.0,2025-01-17 13:02:40.153963,2025-01-18 13:02:40.153963,2025-01-20 13:02:40.153963,
81ae010f-fbd2-4a9e-9bad-2fb047c1ebe1,36e14ad5-4f5b-45c0-8e12-0cb8c88f8a5b,7019685511251,41010061017171,complete,55.0,5.99,2024-12-18 12:02:40.153963,2024-12-19 12:02:40.153963,2024-12-21 12:02:40.153963,
1eee75e5-678f-40e5-876b-698d0c03bee5,dc4223a7-6e0d-4a1e-9bc1-4f323bca8ec2,7478913597523,42323274104915,complete,78.0,0.0,2024-12-20 13:02:40.153963,2024-12-21 13:02:40.153963,2024-12-23 13:02:40.153963,
b31e34ae-1a2d-44a8-9b57-ec6099e0d703,610f2ec3-414f-453e-a511-64eb316a3aac,7478902620243,42323167182931,complete,55.0,0.0,2024-12-18 10:02:40.153963,2024-12-19 10:02:40.153963,2024-12-21 10:02:40.153963,
